SETTLEMENT_DATE,CUSIP,SYMBOL,QUANTITY_FAILS,DESCRIPTION,PRICE
20171012,922908769,VTI,9509.0,VANGUARD TOTAL STOCK MARKET ET,131.42
20171013,36467W109,GME,747.0,GAMESTOP CORP (HLDG CO) CL A,19.50
20171013,464287622,IWB,2142.0,ISHARES RUSSELL 1000 INDEX ETF,141.81
20171013,464287655,IWM,4318.0,ISHARES RUSSELL 2000 ETF,149.64
20171013,78464A714,XRT,2225726.0,SPDR SERIES TR SPDR S&P RETAIL,39.88
20171013,808524763,FNDA,5228.0,SCHWAB FUNDAMENTAL U S SMALL C,36.54
20171013,922908769,VTI,187.0,VANGUARD TOTAL STOCK MARKET ET,131.26
20171016,464287507,IJH,8138.0,ISHARES CORE S&P MID-CAP ETF,181.38
20171016,464287655,IWM,317868.0,ISHARES RUSSELL 2000 ETF,149.37
20171016,78464A714,XRT,2611041.0,SPDR SERIES TR SPDR S&P RETAIL,40.00
20171016,808524763,FNDA,25339.0,SCHWAB FUNDAMENTAL U S SMALL C,36.52
20171017,36467W109,GME,775.0,GAMESTOP CORP (HLDG CO) CL A,19.41
20171017,464287507,IJH,180.0,ISHARES CORE S&P MID-CAP ETF,181.39
20171017,78464A714,XRT,1752231.0,SPDR SERIES TR SPDR S&P RETAIL,39.73
20171017,808524763,FNDA,38243.0,SCHWAB FUNDAMENTAL U S SMALL C,36.50
20171018,36467W109,GME,391.0,GAMESTOP CORP (HLDG CO) CL A,19.66
20171018,464287622,IWB,2887.0,ISHARES RUSSELL 1000 INDEX ETF,142.23
20171018,78464A714,XRT,150.0,SPDR SERIES TR SPDR S&P RETAIL,40.02
20171018,808524763,FNDA,17550.0,SCHWAB FUNDAMENTAL U S SMALL C,36.42
20171018,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,108.11
20171018,922908769,VTI,136.0,VANGUARD TOTAL STOCK MARKET ET,131.51
20171019,36467W109,GME,20469.0,GAMESTOP CORP (HLDG CO) CL A,20.05
20171019,464287622,IWB,3429.0,ISHARES RUSSELL 1000 INDEX ETF,142.35
20171019,464287655,IWM,16714.0,ISHARES RUSSELL 2000 ETF,149.52
20171019,78464A714,XRT,69701.0,SPDR SERIES TR SPDR S&P RETAIL,40.27
20171019,808524763,FNDA,17679.0,SCHWAB FUNDAMENTAL U S SMALL C,36.57
20171019,922908769,VTI,621.0,VANGUARD TOTAL STOCK MARKET ET,131.68
20171020,36467W109,GME,925.0,GAMESTOP CORP (HLDG CO) CL A,20.05
20171020,464287507,IJH,615.0,ISHARES CORE S&P MID-CAP ETF,181.88
20171020,464287622,IWB,6854.0,ISHARES RUSSELL 1000 INDEX ETF,142.46
20171020,78464A714,XRT,90645.0,SPDR SERIES TR SPDR S&P RETAIL,40.16
20171020,922908769,VTI,313.0,VANGUARD TOTAL STOCK MARKET ET,131.71
20171023,464287655,IWM,90057.0,ISHARES RUSSELL 2000 ETF,149.98
20171023,78464A714,XRT,110156.0,SPDR SERIES TR SPDR S&P RETAIL,40.65
20171023,922908769,VTI,10144.0,VANGUARD TOTAL STOCK MARKET ET,132.42
20171024,36467W109,GME,86179.0,GAMESTOP CORP (HLDG CO) CL A,20.28
20171024,464287507,IJH,205.0,ISHARES CORE S&P MID-CAP ETF,182.01
20171024,464287655,IWM,317887.0,ISHARES RUSSELL 2000 ETF,148.86
20171024,78464A714,XRT,12148.0,SPDR SERIES TR SPDR S&P RETAIL,40.77
20171024,808524763,FNDA,4319.0,SCHWAB FUNDAMENTAL U S SMALL C,36.51
20171025,36467W109,GME,117.0,GAMESTOP CORP (HLDG CO) CL A,19.96
20171025,464287507,IJH,144.0,ISHARES CORE S&P MID-CAP ETF,182.68
20171025,464287655,IWM,5769.0,ISHARES RUSSELL 2000 ETF,149.17
20171025,78464A714,XRT,2624.0,SPDR SERIES TR SPDR S&P RETAIL,40.90
20171025,808524763,FNDA,3304.0,SCHWAB FUNDAMENTAL U S SMALL C,36.58
20171025,922908769,VTI,134.0,VANGUARD TOTAL STOCK MARKET ET,132.09
20171026,464287655,IWM,634.0,ISHARES RUSSELL 2000 ETF,148.45
20171026,78464A714,XRT,42657.0,SPDR SERIES TR SPDR S&P RETAIL,40.59
20171026,922908611,VBR,5447.0,VANGUARD SMALL-CAP VALUE ETF,128.47
20171026,922908652,VXF,109.0,VANGUARD EXTENDED MARKET ETF,107.73
20171026,922908769,VTI,3722.0,VANGUARD TOTAL STOCK MARKET ET,131.40
20171027,464287622,IWB,3.0,ISHARES RUSSELL 1000 INDEX ETF,142.32
20171027,464287655,IWM,95469.0,ISHARES RUSSELL 2000 ETF,148.76
20171027,78464A714,XRT,43.0,SPDR SERIES TR SPDR S&P RETAIL,40.75
20171027,808524763,FNDA,26324.0,SCHWAB FUNDAMENTAL U S SMALL C,36.52
20171027,922908652,VXF,1252.0,VANGUARD EXTENDED MARKET ETF,108.09
20171030,36467W109,GME,9359.0,GAMESTOP CORP (HLDG CO) CL A,19.34
20171030,78464A714,XRT,60685.0,SPDR SERIES TR SPDR S&P RETAIL,40.14
20171030,808524763,FNDA,195.0,SCHWAB FUNDAMENTAL U S SMALL C,36.68
20171030,922908611,VBR,31.0,VANGUARD SMALL-CAP VALUE ETF,129.46
20171030,922908652,VXF,3220.0,VANGUARD EXTENDED MARKET ETF,108.76
20171030,922908769,VTI,437006.0,VANGUARD TOTAL STOCK MARKET ET,132.64
20171031,464287622,IWB,20.0,ISHARES RUSSELL 1000 INDEX ETF,142.95
20171031,464287655,IWM,3250.0,ISHARES RUSSELL 2000 ETF,148.21
20171031,78464A714,XRT,125.0,SPDR SERIES TR SPDR S&P RETAIL,39.48
20171031,922908652,VXF,1265.0,VANGUARD EXTENDED MARKET ETF,107.91
20171031,922908769,VTI,404.0,VANGUARD TOTAL STOCK MARKET ET,132.06
20171101,464287655,IWM,16609.0,ISHARES RUSSELL 2000 ETF,149.26
20171101,78464A714,XRT,260590.0,SPDR SERIES TR SPDR S&P RETAIL,39.49
20171101,922908652,VXF,1265.0,VANGUARD EXTENDED MARKET ETF,108.56
20171101,922908769,VTI,451.0,VANGUARD TOTAL STOCK MARKET ET,132.33
20171102,36467W109,GME,29.0,GAMESTOP CORP (HLDG CO) CL A,18.60
20171102,464287655,IWM,12.0,ISHARES RUSSELL 2000 ETF,148.27
20171102,78464A714,XRT,126555.0,SPDR SERIES TR SPDR S&P RETAIL,39.58
20171102,808524763,FNDA,2840.0,SCHWAB FUNDAMENTAL U S SMALL C,36.48
20171102,922908611,VBR,157.0,VANGUARD SMALL-CAP VALUE ETF,128.59
20171102,922908769,VTI,237.0,VANGUARD TOTAL STOCK MARKET ET,132.44
20171103,36467W109,GME,170466.0,GAMESTOP CORP (HLDG CO) CL A,18.51
20171103,464287655,IWM,9385.0,ISHARES RUSSELL 2000 ETF,148.71
20171103,78464A714,XRT,19724.0,SPDR SERIES TR SPDR S&P RETAIL,40.04
20171103,808524763,FNDA,2985.0,SCHWAB FUNDAMENTAL U S SMALL C,36.52
20171103,922908769,VTI,21571.0,VANGUARD TOTAL STOCK MARKET ET,132.47
20171106,36467W109,GME,152442.0,GAMESTOP CORP (HLDG CO) CL A,18.10
20171106,464287622,IWB,1259.0,ISHARES RUSSELL 1000 INDEX ETF,143.84
20171106,464287655,IWM,60.0,ISHARES RUSSELL 2000 ETF,148.61
20171106,78464A714,XRT,71441.0,SPDR SERIES TR SPDR S&P RETAIL,39.88
20171106,808524763,FNDA,38.0,SCHWAB FUNDAMENTAL U S SMALL C,36.46
20171107,36467W109,GME,564.0,GAMESTOP CORP (HLDG CO) CL A,17.83
20171107,464287507,IJH,2223.0,ISHARES CORE S&P MID-CAP ETF,183.83
20171107,464287655,IWM,73358.0,ISHARES RUSSELL 2000 ETF,148.78
20171107,78464A714,XRT,3538.0,SPDR SERIES TR SPDR S&P RETAIL,39.94
20171107,808524763,FNDA,2390.0,SCHWAB FUNDAMENTAL U S SMALL C,36.58
20171107,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,108.84
20171108,36467W109,GME,421.0,GAMESTOP CORP (HLDG CO) CL A,17.11
20171108,464287622,IWB,3058.0,ISHARES RUSSELL 1000 INDEX ETF,143.91
20171108,464287655,IWM,44.0,ISHARES RUSSELL 2000 ETF,147.00
20171108,78464A714,XRT,3575.0,SPDR SERIES TR SPDR S&P RETAIL,39.00
20171108,808524763,FNDA,906.0,SCHWAB FUNDAMENTAL U S SMALL C,36.30
20171108,922908652,VXF,1897.0,VANGUARD EXTENDED MARKET ETF,107.92
20171108,922908769,VTI,18.0,VANGUARD TOTAL STOCK MARKET ET,132.84
20171109,36467W109,GME,570.0,GAMESTOP CORP (HLDG CO) CL A,17.20
20171109,464287507,IJH,14107.0,ISHARES CORE S&P MID-CAP ETF,183.16
20171109,464287622,IWB,19661.0,ISHARES RUSSELL 1000 INDEX ETF,144.18
20171109,464287655,IWM,1051552.0,ISHARES RUSSELL 2000 ETF,147.20
20171109,78464A714,XRT,3284.0,SPDR SERIES TR SPDR S&P RETAIL,39.07
20171109,922908611,VBR,709.0,VANGUARD SMALL-CAP VALUE ETF,128.04
20171109,922908652,VXF,452.0,VANGUARD EXTENDED MARKET ETF,108.05
20171109,922908769,VTI,11718.0,VANGUARD TOTAL STOCK MARKET ET,133.06
20171110,36467W109,GME,468.0,GAMESTOP CORP (HLDG CO) CL A,17.56
20171110,464287507,IJH,205.0,ISHARES CORE S&P MID-CAP ETF,182.21
20171110,464287655,IWM,3865.0,ISHARES RUSSELL 2000 ETF,146.68
20171110,922908611,VBR,9553.0,VANGUARD SMALL-CAP VALUE ETF,127.59
20171110,922908652,VXF,1000.0,VANGUARD EXTENDED MARKET ETF,107.51
20171113,36467W109,GME,160345.0,GAMESTOP CORP (HLDG CO) CL A,16.43
20171113,464287655,IWM,769251.0,ISHARES RUSSELL 2000 ETF,146.57
20171113,78464A714,XRT,86878.0,SPDR SERIES TR SPDR S&P RETAIL,40.18
20171113,922908652,VXF,963.0,VANGUARD EXTENDED MARKET ETF,107.61
20171113,922908769,VTI,386.0,VANGUARD TOTAL STOCK MARKET ET,132.54
20171114,36467W109,GME,108170.0,GAMESTOP CORP (HLDG CO) CL A,16.20
20171114,464287507,IJH,164.0,ISHARES CORE S&P MID-CAP ETF,182.59
20171114,464287655,IWM,760983.0,ISHARES RUSSELL 2000 ETF,146.61
20171114,78464A714,XRT,403.0,SPDR SERIES TR SPDR S&P RETAIL,39.70
20171115,36467W109,GME,68272.0,GAMESTOP CORP (HLDG CO) CL A,16.19
20171115,464287655,IWM,283149.0,ISHARES RUSSELL 2000 ETF,146.21
20171115,78464A714,XRT,1008.0,SPDR SERIES TR SPDR S&P RETAIL,39.80
20171115,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,107.36
20171116,464287507,IJH,510.0,ISHARES CORE S&P MID-CAP ETF,181.53
20171116,78464A714,XRT,82452.0,SPDR SERIES TR SPDR S&P RETAIL,39.88
20171117,36467W109,GME,8601.0,GAMESTOP CORP (HLDG CO) CL A,16.18
20171117,464287507,IJH,16.0,ISHARES CORE S&P MID-CAP ETF,183.31
20171117,464287655,IWM,21545.0,ISHARES RUSSELL 2000 ETF,147.77
20171117,78464A714,XRT,254872.0,SPDR SERIES TR SPDR S&P RETAIL,40.61
20171117,922908611,VBR,77.0,VANGUARD SMALL-CAP VALUE ETF,128.10
20171117,922908652,VXF,1233.0,VANGUARD EXTENDED MARKET ETF,108.18
20171117,922908769,VTI,162.0,VANGUARD TOTAL STOCK MARKET ET,132.89
20171120,36467W109,GME,64600.0,GAMESTOP CORP (HLDG CO) CL A,16.31
20171120,464287622,IWB,1054.0,ISHARES RUSSELL 1000 INDEX ETF,143.63
20171120,464287655,IWM,231690.0,ISHARES RUSSELL 2000 ETF,148.45
20171120,808524763,FNDA,1375.0,SCHWAB FUNDAMENTAL U S SMALL C,36.72
20171120,922908652,VXF,24.0,VANGUARD EXTENDED MARKET ETF,108.67
20171120,922908769,VTI,2766.0,VANGUARD TOTAL STOCK MARKET ET,132.64
20171121,36467W109,GME,327712.0,GAMESTOP CORP (HLDG CO) CL A,16.44
20171121,464287507,IJH,275.0,ISHARES CORE S&P MID-CAP ETF,184.47
20171121,464287622,IWB,135.0,ISHARES RUSSELL 1000 INDEX ETF,143.89
20171121,464287655,IWM,15200.0,ISHARES RUSSELL 2000 ETF,149.53
20171121,78464A714,XRT,661.0,SPDR SERIES TR SPDR S&P RETAIL,42.10
20171121,808524763,FNDA,3489.0,SCHWAB FUNDAMENTAL U S SMALL C,36.92
20171121,922908611,VBR,9074.0,VANGUARD SMALL-CAP VALUE ETF,129.10
20171121,922908652,VXF,3798.0,VANGUARD EXTENDED MARKET ETF,109.25
20171122,36467W109,GME,32104.0,GAMESTOP CORP (HLDG CO) CL A,16.73
20171122,464287655,IWM,1171.0,ISHARES RUSSELL 2000 ETF,151.09
20171122,78464A714,XRT,3273.0,SPDR SERIES TR SPDR S&P RETAIL,41.58
20171122,808524763,FNDA,3936.0,SCHWAB FUNDAMENTAL U S SMALL C,37.20
20171122,922908652,VXF,269.0,VANGUARD EXTENDED MARKET ETF,110.22
20171122,922908769,VTI,17897.0,VANGUARD TOTAL STOCK MARKET ET,133.90
20171124,36467W109,GME,123521.0,GAMESTOP CORP (HLDG CO) CL A,17.37
20171124,464287655,IWM,9449.0,ISHARES RUSSELL 2000 ETF,150.89
20171124,78464A714,XRT,1649.0,SPDR SERIES TR SPDR S&P RETAIL,41.70
20171124,808524763,FNDA,14.0,SCHWAB FUNDAMENTAL U S SMALL C,37.17
20171124,922908652,VXF,5530.0,VANGUARD EXTENDED MARKET ETF,110.16
20171124,922908769,VTI,237.0,VANGUARD TOTAL STOCK MARKET ET,133.80
20171127,36467W109,GME,296179.0,GAMESTOP CORP (HLDG CO) CL A,17.42
20171127,464287655,IWM,438263.0,ISHARES RUSSELL 2000 ETF,150.95
20171127,78464A714,XRT,7921.0,SPDR SERIES TR SPDR S&P RETAIL,41.52
20171127,922908611,VBR,80.0,VANGUARD SMALL-CAP VALUE ETF,129.69
20171127,922908652,VXF,1825.0,VANGUARD EXTENDED MARKET ETF,110.29
20171128,36467W109,GME,17908.0,GAMESTOP CORP (HLDG CO) CL A,18.17
20171128,464287507,IJH,226.0,ISHARES CORE S&P MID-CAP ETF,185.31
20171128,464287655,IWM,56295.0,ISHARES RUSSELL 2000 ETF,150.49
20171128,78464A714,XRT,9660.0,SPDR SERIES TR SPDR S&P RETAIL,41.60
20171128,922908769,VTI,3439.0,VANGUARD TOTAL STOCK MARKET ET,133.97
20171129,36467W109,GME,250494.0,GAMESTOP CORP (HLDG CO) CL A,19.02
20171129,464287507,IJH,212.0,ISHARES CORE S&P MID-CAP ETF,187.85
20171129,464287655,IWM,4.0,ISHARES RUSSELL 2000 ETF,152.86
20171129,808524763,FNDA,3638.0,SCHWAB FUNDAMENTAL U S SMALL C,37.62
20171130,36467W109,GME,182445.0,GAMESTOP CORP (HLDG CO) CL A,19.52
20171130,464287622,IWB,10203.0,ISHARES RUSSELL 1000 INDEX ETF,146.28
20171130,464287655,IWM,109074.0,ISHARES RUSSELL 2000 ETF,153.37
20171130,922908652,VXF,75.0,VANGUARD EXTENDED MARKET ETF,111.27
20171201,36467W109,GME,385968.0,GAMESTOP CORP (HLDG CO) CL A,18.75
20171201,464287622,IWB,9797.0,ISHARES RUSSELL 1000 INDEX ETF,147.43
20171201,464287655,IWM,8756.0,ISHARES RUSSELL 2000 ETF,153.65
20171201,78464A714,XRT,3895.0,SPDR SERIES TR SPDR S&P RETAIL,43.73
20171201,808524763,FNDA,2421.0,SCHWAB FUNDAMENTAL U S SMALL C,37.95
20171201,922908611,VBR,40.0,VANGUARD SMALL-CAP VALUE ETF,132.97
20171201,922908769,VTI,1.0,VANGUARD TOTAL STOCK MARKET ET,136.34
20171204,464287507,IJH,52.0,ISHARES CORE S&P MID-CAP ETF,189.34
20171204,464287622,IWB,27065.0,ISHARES RUSSELL 1000 INDEX ETF,147.21
20171204,464287655,IWM,26949.0,ISHARES RUSSELL 2000 ETF,153.02
20171204,78464A714,XRT,294681.0,SPDR SERIES TR SPDR S&P RETAIL,43.52
20171204,808524763,FNDA,15030.0,SCHWAB FUNDAMENTAL U S SMALL C,37.84
20171204,922908611,VBR,144.0,VANGUARD SMALL-CAP VALUE ETF,132.60
20171204,922908652,VXF,29133.0,VANGUARD EXTENDED MARKET ETF,111.47
20171204,922908769,VTI,573.0,VANGUARD TOTAL STOCK MARKET ET,136.07
20171205,464287622,IWB,6084.0,ISHARES RUSSELL 1000 INDEX ETF,147.03
20171205,464287655,IWM,61500.0,ISHARES RUSSELL 2000 ETF,152.45
20171205,78464A714,XRT,24.0,SPDR SERIES TR SPDR S&P RETAIL,44.52
20171205,808524763,FNDA,24950.0,SCHWAB FUNDAMENTAL U S SMALL C,37.91
20171205,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,111.09
20171205,922908769,VTI,15.0,VANGUARD TOTAL STOCK MARKET ET,135.89
20171206,36467W109,GME,60992.0,GAMESTOP CORP (HLDG CO) CL A,19.27
20171206,464287507,IJH,2430.0,ISHARES CORE S&P MID-CAP ETF,187.74
20171206,464287622,IWB,6084.0,ISHARES RUSSELL 1000 INDEX ETF,146.49
20171206,464287655,IWM,57.0,ISHARES RUSSELL 2000 ETF,150.93
20171206,78464A714,XRT,6305.0,SPDR SERIES TR SPDR S&P RETAIL,44.07
20171206,808524763,FNDA,18167.0,SCHWAB FUNDAMENTAL U S SMALL C,37.58
20171206,922908652,VXF,12.0,VANGUARD EXTENDED MARKET ETF,110.21
20171206,922908769,VTI,2475.0,VANGUARD TOTAL STOCK MARKET ET,135.31
20171207,36467W109,GME,13.0,GAMESTOP CORP (HLDG CO) CL A,19.01
20171207,464287507,IJH,10161.0,ISHARES CORE S&P MID-CAP ETF,186.99
20171207,464287622,IWB,508942.0,ISHARES RUSSELL 1000 INDEX ETF,146.45
20171207,464287655,IWM,75367.0,ISHARES RUSSELL 2000 ETF,150.22
20171207,78464A714,XRT,16148.0,SPDR SERIES TR SPDR S&P RETAIL,44.11
20171207,808524763,FNDA,11041.0,SCHWAB FUNDAMENTAL U S SMALL C,37.38
20171208,36467W109,GME,991.0,GAMESTOP CORP (HLDG CO) CL A,18.63
20171208,464287507,IJH,402.0,ISHARES CORE S&P MID-CAP ETF,188.30
20171208,78464A714,XRT,296.0,SPDR SERIES TR SPDR S&P RETAIL,44.41
20171208,808524763,FNDA,853.0,SCHWAB FUNDAMENTAL U S SMALL C,37.55
20171208,922908611,VBR,122.0,VANGUARD SMALL-CAP VALUE ETF,132.09
20171208,922908769,VTI,1333.0,VANGUARD TOTAL STOCK MARKET ET,135.77
20171211,36467W109,GME,28626.0,GAMESTOP CORP (HLDG CO) CL A,19.20
20171211,464287622,IWB,1009.0,ISHARES RUSSELL 1000 INDEX ETF,147.76
20171211,464287655,IWM,3768.0,ISHARES RUSSELL 2000 ETF,151.41
20171211,808524763,FNDA,3327.0,SCHWAB FUNDAMENTAL U S SMALL C,37.67
20171211,922908652,VXF,4479.0,VANGUARD EXTENDED MARKET ETF,111.03
20171211,922908769,VTI,74.0,VANGUARD TOTAL STOCK MARKET ET,136.48
20171212,36467W109,GME,5060.0,GAMESTOP CORP (HLDG CO) CL A,19.07
20171212,464287622,IWB,570.0,ISHARES RUSSELL 1000 INDEX ETF,148.17
20171212,464287655,IWM,2580.0,ISHARES RUSSELL 2000 ETF,151.35
20171212,78464A714,XRT,2985.0,SPDR SERIES TR SPDR S&P RETAIL,44.82
20171212,922908611,VBR,4.0,VANGUARD SMALL-CAP VALUE ETF,132.29
20171212,922908652,VXF,5386.0,VANGUARD EXTENDED MARKET ETF,111.07
20171212,922908769,VTI,496.0,VANGUARD TOTAL STOCK MARKET ET,136.80
20171213,464287507,IJH,45.0,ISHARES CORE S&P MID-CAP ETF,188.30
20171213,464287622,IWB,2911.0,ISHARES RUSSELL 1000 INDEX ETF,148.42
20171213,464287655,IWM,384786.0,ISHARES RUSSELL 2000 ETF,150.88
20171213,78464A714,XRT,221.0,SPDR SERIES TR SPDR S&P RETAIL,44.19
20171213,808524763,FNDA,707.0,SCHWAB FUNDAMENTAL U S SMALL C,37.56
20171213,922908611,VBR,4.0,VANGUARD SMALL-CAP VALUE ETF,132.13
20171213,922908652,VXF,14.0,VANGUARD EXTENDED MARKET ETF,110.79
20171213,922908769,VTI,1396.0,VANGUARD TOTAL STOCK MARKET ET,136.95
20171214,464287507,IJH,1.0,ISHARES CORE S&P MID-CAP ETF,188.38
20171214,464287622,IWB,35850.0,ISHARES RUSSELL 1000 INDEX ETF,148.33
20171214,464287655,IWM,101299.0,ISHARES RUSSELL 2000 ETF,151.78
20171214,78464A714,XRT,97523.0,SPDR SERIES TR SPDR S&P RETAIL,44.65
20171214,808524763,FNDA,1593.0,SCHWAB FUNDAMENTAL U S SMALL C,37.61
20171214,922908652,VXF,9784.0,VANGUARD EXTENDED MARKET ETF,111.02
20171214,922908769,VTI,3932.0,VANGUARD TOTAL STOCK MARKET ET,136.97
20171215,464287507,IJH,161.0,ISHARES CORE S&P MID-CAP ETF,186.78
20171215,464287622,IWB,787.0,ISHARES RUSSELL 1000 INDEX ETF,147.72
20171215,464287655,IWM,76710.0,ISHARES RUSSELL 2000 ETF,150.10
20171215,78464A714,XRT,33156.0,SPDR SERIES TR SPDR S&P RETAIL,43.82
20171215,808524763,FNDA,1863.0,SCHWAB FUNDAMENTAL U S SMALL C,37.24
20171215,922908652,VXF,5848.0,VANGUARD EXTENDED MARKET ETF,110.13
20171215,922908769,VTI,19199.0,VANGUARD TOTAL STOCK MARKET ET,136.33
20171218,464287507,IJH,200.0,ISHARES CORE S&P MID-CAP ETF,188.64
20171218,464287622,IWB,3042.0,ISHARES RUSSELL 1000 INDEX ETF,148.94
20171218,464287655,IWM,826541.0,ISHARES RUSSELL 2000 ETF,152.24
20171218,78464A714,XRT,108450.0,SPDR SERIES TR SPDR S&P RETAIL,44.28
20171218,808524763,FNDA,1861.0,SCHWAB FUNDAMENTAL U S SMALL C,37.71
20171218,922908611,VBR,15.0,VANGUARD SMALL-CAP VALUE ETF,132.21
20171218,922908652,VXF,2927.0,VANGUARD EXTENDED MARKET ETF,111.30
20171218,922908769,VTI,14485.0,VANGUARD TOTAL STOCK MARKET ET,137.55
20171219,36467W109,GME,38336.0,GAMESTOP CORP (HLDG CO) CL A,18.66
20171219,464287507,IJH,558.0,ISHARES CORE S&P MID-CAP ETF,190.59
20171219,464287622,IWB,1000.0,ISHARES RUSSELL 1000 INDEX ETF,149.93
20171219,464287655,IWM,180467.0,ISHARES RUSSELL 2000 ETF,154.30
20171219,78464A714,XRT,4510.0,SPDR SERIES TR SPDR S&P RETAIL,45.46
20171219,808524763,FNDA,1256.0,SCHWAB FUNDAMENTAL U S SMALL C,38.02
20171219,922908652,VXF,1834.0,VANGUARD EXTENDED MARKET ETF,112.60
20171219,922908769,VTI,57.0,VANGUARD TOTAL STOCK MARKET ET,138.50
20171220,464287622,IWB,98.0,ISHARES RUSSELL 1000 INDEX ETF,149.37
20171220,464287655,IWM,52967.0,ISHARES RUSSELL 2000 ETF,153.08
20171220,78464A714,XRT,25569.0,SPDR SERIES TR SPDR S&P RETAIL,45.05
20171220,922908652,VXF,2969.0,VANGUARD EXTENDED MARKET ETF,111.95
20171220,922908769,VTI,135926.0,VANGUARD TOTAL STOCK MARKET ET,137.94
20171221,464287655,IWM,424347.0,ISHARES RUSSELL 2000 ETF,153.38
20171221,78464A714,XRT,400.0,SPDR SERIES TR SPDR S&P RETAIL,45.20
20171221,922908652,VXF,1232.0,VANGUARD EXTENDED MARKET ETF,112.14
20171221,922908769,VTI,255.0,VANGUARD TOTAL STOCK MARKET ET,137.93
20171222,464287622,IWB,94083.0,ISHARES RUSSELL 1000 INDEX ETF,149.00
20171222,464287655,IWM,395596.0,ISHARES RUSSELL 2000 ETF,153.47
20171222,78464A714,XRT,911.0,SPDR SERIES TR SPDR S&P RETAIL,45.39
20171222,922908652,VXF,20444.0,VANGUARD EXTENDED MARKET ETF,111.95
20171222,922908769,VTI,7807.0,VANGUARD TOTAL STOCK MARKET ET,137.57
20171226,36467W109,GME,56.0,GAMESTOP CORP (HLDG CO) CL A,18.29
20171226,464287507,IJH,162.0,ISHARES CORE S&P MID-CAP ETF,190.04
20171226,464287622,IWB,23183.0,ISHARES RUSSELL 1000 INDEX ETF,148.95
20171226,464287655,IWM,926085.0,ISHARES RUSSELL 2000 ETF,153.19
20171226,78464A714,XRT,9865.0,SPDR SERIES TR SPDR S&P RETAIL,45.51
20171226,808524763,FNDA,6.0,SCHWAB FUNDAMENTAL U S SMALL C,37.94
20171226,922908611,VBR,2.0,VANGUARD SMALL-CAP VALUE ETF,132.93
20171226,922908769,VTI,3799.0,VANGUARD TOTAL STOCK MARKET ET,137.52
20171227,36467W109,GME,1204.0,GAMESTOP CORP (HLDG CO) CL A,18.51
20171227,464287622,IWB,51.0,ISHARES RUSSELL 1000 INDEX ETF,148.79
20171227,464287655,IWM,351945.0,ISHARES RUSSELL 2000 ETF,153.28
20171227,78464A714,XRT,5480.0,SPDR SERIES TR SPDR S&P RETAIL,46.02
20171227,808524763,FNDA,3388.0,SCHWAB FUNDAMENTAL U S SMALL C,38.01
20171227,922908611,VBR,124.0,VANGUARD SMALL-CAP VALUE ETF,133.08
20171228,464287507,IJH,2405.0,ISHARES CORE S&P MID-CAP ETF,190.10
20171228,464287622,IWB,1218.0,ISHARES RUSSELL 1000 INDEX ETF,148.90
20171228,464287655,IWM,108.0,ISHARES RUSSELL 2000 ETF,153.13
20171228,78464A714,XRT,37285.0,SPDR SERIES TR SPDR S&P RETAIL,45.47
20171228,808524763,FNDA,7065.0,SCHWAB FUNDAMENTAL U S SMALL C,38.01
20171228,922908652,VXF,182.0,VANGUARD EXTENDED MARKET ETF,112.04
20171228,922908769,VTI,68101.0,VANGUARD TOTAL STOCK MARKET ET,137.46
20171229,36467W109,GME,618.0,GAMESTOP CORP (HLDG CO) CL A,18.17
20171229,464287507,IJH,836.0,ISHARES CORE S&P MID-CAP ETF,190.73
20171229,464287622,IWB,234123.0,ISHARES RUSSELL 1000 INDEX ETF,149.22
20171229,464287655,IWM,134586.0,ISHARES RUSSELL 2000 ETF,153.73
20171229,78464A714,XRT,2482.0,SPDR SERIES TR SPDR S&P RETAIL,45.52
20171229,808524763,FNDA,50277.0,SCHWAB FUNDAMENTAL U S SMALL C,38.12
20171229,922908769,VTI,309.0,VANGUARD TOTAL STOCK MARKET ET,137.76
20180102,464287622,IWB,20653.0,ISHARES RUSSELL 1000 INDEX ETF,148.61
20180102,464287655,IWM,16634.0,ISHARES RUSSELL 2000 ETF,152.46
20180102,808524763,FNDA,64282.0,SCHWAB FUNDAMENTAL U S SMALL C,37.90
20180102,922908769,VTI,420.0,VANGUARD TOTAL STOCK MARKET ET,137.25
20180103,464287622,IWB,20434.0,ISHARES RUSSELL 1000 INDEX ETF,149.70
20180103,464287655,IWM,223013.0,ISHARES RUSSELL 2000 ETF,153.90
20180103,78464A714,XRT,402.0,SPDR SERIES TR SPDR S&P RETAIL,46.01
20180103,808524763,FNDA,15.0,SCHWAB FUNDAMENTAL U S SMALL C,38.24
20180103,922908769,VTI,10861.0,VANGUARD TOTAL STOCK MARKET ET,138.22
20180104,36467W109,GME,33393.0,GAMESTOP CORP (HLDG CO) CL A,18.20
20180104,464287622,IWB,1628.0,ISHARES RUSSELL 1000 INDEX ETF,150.60
20180104,464287655,IWM,389048.0,ISHARES RUSSELL 2000 ETF,154.06
20180104,78464A714,XRT,3300.0,SPDR SERIES TR SPDR S&P RETAIL,45.98
