SETTLEMENT_DATE,CUSIP,SYMBOL,QUANTITY_FAILS,DESCRIPTION,PRICE
20190926,36467W109,GME,272674.0,GAMESTOP CORP (HLDG CO) CL A,5.20
20190926,464287622,IWB,113.0,ISHARES RUSSELL 1000 INDEX ETF,165.08
20190926,464287655,IWM,62374.0,ISHARES RUSSELL 2000 ETF,154.10
20190926,78464A714,XRT,262449.0,SPDR SERIES TR SPDR S&P RETAIL,42.27
20190926,808524763,FNDA,4782.0,SCHWAB FUNDAMENTAL U S SMALL C,38.18
20190927,36467W109,GME,563923.0,GAMESTOP CORP (HLDG CO) CL A,5.28
20190927,464287507,IJH,12185.0,ISHARES CORE S&P MID-CAP ETF,193.20
20190927,464287622,IWB,1870.0,ISHARES RUSSELL 1000 INDEX ETF,164.62
20190927,464287655,IWM,63789.0,ISHARES RUSSELL 2000 ETF,152.38
20190927,78464A714,XRT,90760.0,SPDR SERIES TR SPDR S&P RETAIL,42.00
20190927,808524763,FNDA,4315.0,SCHWAB FUNDAMENTAL U S SMALL C,37.88
20190927,922908611,VBR,967.0,VANGUARD SMALL-CAP VALUE ETF,129.08
20190927,922908652,VXF,125414.0,VANGUARD EXTENDED MARKET ETF,116.96
20190930,36467W109,GME,458082.0,GAMESTOP CORP (HLDG CO) CL A,5.34
20190930,464287507,IJH,265.0,ISHARES CORE S&P MID-CAP ETF,191.83
20190930,464287622,IWB,64485.0,ISHARES RUSSELL 1000 INDEX ETF,163.68
20190930,464287655,IWM,4.0,ISHARES RUSSELL 2000 ETF,151.16
20190930,78464A714,XRT,53828.0,SPDR SERIES TR SPDR S&P RETAIL,42.00
20190930,808524763,FNDA,33666.0,SCHWAB FUNDAMENTAL U S SMALL C,37.69
20190930,922908652,VXF,130.0,VANGUARD EXTENDED MARKET ETF,115.84
20190930,922908769,VTI,70.0,VANGUARD TOTAL STOCK MARKET ET,150.30
20191001,36467W109,GME,286225.0,GAMESTOP CORP (HLDG CO) CL A,5.52
20191001,464287507,IJH,150.0,ISHARES CORE S&P MID-CAP ETF,193.23
20191001,464287622,IWB,54715.0,ISHARES RUSSELL 1000 INDEX ETF,164.54
20191001,808524763,FNDA,11749.0,SCHWAB FUNDAMENTAL U S SMALL C,37.76
20191001,922908611,VBR,50001.0,VANGUARD SMALL-CAP VALUE ETF,128.85
20191001,922908769,VTI,206.0,VANGUARD TOTAL STOCK MARKET ET,151.00
20191002,36467W109,GME,137975.0,GAMESTOP CORP (HLDG CO) CL A,5.58
20191002,464287507,IJH,1584.0,ISHARES CORE S&P MID-CAP ETF,189.59
20191002,464287622,IWB,1815.0,ISHARES RUSSELL 1000 INDEX ETF,162.57
20191002,78464A714,XRT,10941.0,SPDR SERIES TR SPDR S&P RETAIL,42.12
20191002,808524763,FNDA,5207.0,SCHWAB FUNDAMENTAL U S SMALL C,37.09
20191002,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,114.40
20191003,36467W109,GME,340272.0,GAMESTOP CORP (HLDG CO) CL A,5.32
20191003,464287507,IJH,1682.0,ISHARES CORE S&P MID-CAP ETF,187.07
20191003,464287622,IWB,584.0,ISHARES RUSSELL 1000 INDEX ETF,159.70
20191003,464287655,IWM,268864.0,ISHARES RUSSELL 2000 ETF,147.25
20191003,78464A714,XRT,22729.0,SPDR SERIES TR SPDR S&P RETAIL,41.00
20191003,808524763,FNDA,1817.0,SCHWAB FUNDAMENTAL U S SMALL C,36.64
20191003,922908769,VTI,301.0,VANGUARD TOTAL STOCK MARKET ET,146.61
20191004,36467W109,GME,160281.0,GAMESTOP CORP (HLDG CO) CL A,5.42
20191004,464287507,IJH,187.0,ISHARES CORE S&P MID-CAP ETF,188.14
20191004,464287622,IWB,12.0,ISHARES RUSSELL 1000 INDEX ETF,161.06
20191004,464287655,IWM,224.0,ISHARES RUSSELL 2000 ETF,147.74
20191004,78464A714,XRT,141705.0,SPDR SERIES TR SPDR S&P RETAIL,41.12
20191004,808524763,FNDA,2088.0,SCHWAB FUNDAMENTAL U S SMALL C,36.77
20191004,922908611,VBR,98.0,VANGUARD SMALL-CAP VALUE ETF,125.05
20191004,922908769,VTI,74.0,VANGUARD TOTAL STOCK MARKET ET,147.80
20191007,36467W109,GME,100444.0,GAMESTOP CORP (HLDG CO) CL A,5.55
20191007,464287622,IWB,85677.0,ISHARES RUSSELL 1000 INDEX ETF,163.21
20191007,464287655,IWM,16726.0,ISHARES RUSSELL 2000 ETF,149.14
20191007,78464A714,XRT,387112.0,SPDR SERIES TR SPDR S&P RETAIL,41.40
20191007,808524763,FNDA,1376.0,SCHWAB FUNDAMENTAL U S SMALL C,37.12
20191008,36467W109,GME,237859.0,GAMESTOP CORP (HLDG CO) CL A,5.49
20191008,464287507,IJH,157.0,ISHARES CORE S&P MID-CAP ETF,189.07
20191008,464287655,IWM,185845.0,ISHARES RUSSELL 2000 ETF,148.88
20191008,78464A714,XRT,480960.0,SPDR SERIES TR SPDR S&P RETAIL,41.35
20191008,922908652,VXF,5.0,VANGUARD EXTENDED MARKET ETF,114.88
20191009,36467W109,GME,11583.0,GAMESTOP CORP (HLDG CO) CL A,5.23
20191009,464287507,IJH,192.0,ISHARES CORE S&P MID-CAP ETF,185.78
20191009,464287655,IWM,118904.0,ISHARES RUSSELL 2000 ETF,146.46
20191009,78464A714,XRT,331895.0,SPDR SERIES TR SPDR S&P RETAIL,40.75
20191009,808524763,FNDA,54.0,SCHWAB FUNDAMENTAL U S SMALL C,36.37
20191009,922908652,VXF,552.0,VANGUARD EXTENDED MARKET ETF,112.84
20191009,922908769,VTI,9368.0,VANGUARD TOTAL STOCK MARKET ET,146.73
20191010,36467W109,GME,102075.0,GAMESTOP CORP (HLDG CO) CL A,4.99
20191010,464287622,IWB,5795.0,ISHARES RUSSELL 1000 INDEX ETF,161.50
20191010,464287655,IWM,61558.0,ISHARES RUSSELL 2000 ETF,147.13
20191010,78464A714,XRT,66892.0,SPDR SERIES TR SPDR S&P RETAIL,41.13
20191010,922908652,VXF,200.0,VANGUARD EXTENDED MARKET ETF,113.67
20191011,36467W109,GME,471144.0,GAMESTOP CORP (HLDG CO) CL A,5.05
20191011,464287507,IJH,3774.0,ISHARES CORE S&P MID-CAP ETF,188.12
20191011,464287622,IWB,236.0,ISHARES RUSSELL 1000 INDEX ETF,162.49
20191011,78464A714,XRT,104219.0,SPDR SERIES TR SPDR S&P RETAIL,41.56
20191011,808524763,FNDA,50.0,SCHWAB FUNDAMENTAL U S SMALL C,36.74
20191015,36467W109,GME,1240705.0,GAMESTOP CORP (HLDG CO) CL A,5.58
20191015,464287507,IJH,1.0,ISHARES CORE S&P MID-CAP ETF,190.60
20191015,464287655,IWM,465482.0,ISHARES RUSSELL 2000 ETF,149.67
20191015,78464A714,XRT,99986.0,SPDR SERIES TR SPDR S&P RETAIL,42.04
20191015,922908611,VBR,11994.0,VANGUARD SMALL-CAP VALUE ETF,126.79
20191015,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,115.51
20191015,922908769,VTI,1214.0,VANGUARD TOTAL STOCK MARKET ET,150.49
20191016,36467W109,GME,1616440.0,GAMESTOP CORP (HLDG CO) CL A,5.61
20191016,464287507,IJH,13.0,ISHARES CORE S&P MID-CAP ETF,192.07
20191016,464287655,IWM,560882.0,ISHARES RUSSELL 2000 ETF,151.39
20191016,78464A714,XRT,69274.0,SPDR SERIES TR SPDR S&P RETAIL,42.53
20191016,808524763,FNDA,19073.0,SCHWAB FUNDAMENTAL U S SMALL C,37.53
20191016,922908769,VTI,726.0,VANGUARD TOTAL STOCK MARKET ET,151.97
20191017,36467W109,GME,1084527.0,GAMESTOP CORP (HLDG CO) CL A,5.88
20191017,464287507,IJH,3.0,ISHARES CORE S&P MID-CAP ETF,191.87
20191017,464287622,IWB,320.0,ISHARES RUSSELL 1000 INDEX ETF,165.28
20191017,78464A714,XRT,440673.0,SPDR SERIES TR SPDR S&P RETAIL,42.78
20191017,808524763,FNDA,2201.0,SCHWAB FUNDAMENTAL U S SMALL C,37.59
20191017,922908652,VXF,570.0,VANGUARD EXTENDED MARKET ETF,116.23
20191017,922908769,VTI,498.0,VANGUARD TOTAL STOCK MARKET ET,151.69
20191018,36467W109,GME,1026078.0,GAMESTOP CORP (HLDG CO) CL A,6.03
20191018,464287622,IWB,371456.0,ISHARES RUSSELL 1000 INDEX ETF,165.84
20191018,464287655,IWM,7695.0,ISHARES RUSSELL 2000 ETF,153.34
20191018,78464A714,XRT,20.0,SPDR SERIES TR SPDR S&P RETAIL,43.33
20191018,808524763,FNDA,12733.0,SCHWAB FUNDAMENTAL U S SMALL C,37.97
20191018,922908769,VTI,5009.0,VANGUARD TOTAL STOCK MARKET ET,152.19
20191021,36467W109,GME,713607.0,GAMESTOP CORP (HLDG CO) CL A,5.94
20191021,464287507,IJH,43.0,ISHARES CORE S&P MID-CAP ETF,193.32
20191021,464287655,IWM,753341.0,ISHARES RUSSELL 2000 ETF,152.61
20191021,78464A714,XRT,13084.0,SPDR SERIES TR SPDR S&P RETAIL,42.71
20191021,808524763,FNDA,9127.0,SCHWAB FUNDAMENTAL U S SMALL C,37.87
20191021,922908611,VBR,98.0,VANGUARD SMALL-CAP VALUE ETF,128.95
20191021,922908769,VTI,1123.0,VANGUARD TOTAL STOCK MARKET ET,151.58
20191022,36467W109,GME,1180971.0,GAMESTOP CORP (HLDG CO) CL A,5.93
20191022,464287507,IJH,67.0,ISHARES CORE S&P MID-CAP ETF,194.44
20191022,464287655,IWM,460022.0,ISHARES RUSSELL 2000 ETF,154.04
20191022,808524763,FNDA,2212.0,SCHWAB FUNDAMENTAL U S SMALL C,38.22
20191022,922908611,VBR,67.0,VANGUARD SMALL-CAP VALUE ETF,130.02
20191022,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,117.46
20191022,922908769,VTI,103.0,VANGUARD TOTAL STOCK MARKET ET,152.57
20191023,36467W109,GME,771355.0,GAMESTOP CORP (HLDG CO) CL A,6.39
20191023,464287507,IJH,2.0,ISHARES CORE S&P MID-CAP ETF,194.38
20191023,464287655,IWM,672900.0,ISHARES RUSSELL 2000 ETF,154.21
20191023,78464A714,XRT,130818.0,SPDR SERIES TR SPDR S&P RETAIL,43.76
20191023,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,117.03
20191023,922908769,VTI,237.0,VANGUARD TOTAL STOCK MARKET ET,152.11
20191024,36467W109,GME,144029.0,GAMESTOP CORP (HLDG CO) CL A,6.43
20191024,464287655,IWM,19056.0,ISHARES RUSSELL 2000 ETF,154.40
20191024,78464A714,XRT,52886.0,SPDR SERIES TR SPDR S&P RETAIL,43.98
20191024,808524763,FNDA,2285.0,SCHWAB FUNDAMENTAL U S SMALL C,38.38
20191024,922908611,VBR,1.0,VANGUARD SMALL-CAP VALUE ETF,130.78
20191024,922908652,VXF,25.0,VANGUARD EXTENDED MARKET ETF,117.22
20191024,922908769,VTI,2810.0,VANGUARD TOTAL STOCK MARKET ET,152.42
20191025,36467W109,GME,56344.0,GAMESTOP CORP (HLDG CO) CL A,6.42
20191025,464287622,IWB,1.0,ISHARES RUSSELL 1000 INDEX ETF,166.49
20191025,464287655,IWM,5251.0,ISHARES RUSSELL 2000 ETF,154.18
20191025,78464A714,XRT,342109.0,SPDR SERIES TR SPDR S&P RETAIL,43.92
20191025,808524763,FNDA,23661.0,SCHWAB FUNDAMENTAL U S SMALL C,38.29
20191025,922908611,VBR,16764.0,VANGUARD SMALL-CAP VALUE ETF,130.39
20191028,36467W109,GME,6179.0,GAMESTOP CORP (HLDG CO) CL A,6.35
20191028,464287507,IJH,50.0,ISHARES CORE S&P MID-CAP ETF,195.64
20191028,464287622,IWB,149075.0,ISHARES RUSSELL 1000 INDEX ETF,167.17
20191028,464287655,IWM,136.0,ISHARES RUSSELL 2000 ETF,155.00
20191028,78464A714,XRT,355732.0,SPDR SERIES TR SPDR S&P RETAIL,44.39
20191028,808524763,FNDA,19359.0,SCHWAB FUNDAMENTAL U S SMALL C,38.48
20191028,922908769,VTI,16130.0,VANGUARD TOTAL STOCK MARKET ET,153.45
20191029,36467W109,GME,25403.0,GAMESTOP CORP (HLDG CO) CL A,6.19
20191029,464287507,IJH,358.0,ISHARES CORE S&P MID-CAP ETF,196.77
20191029,464287622,IWB,41488.0,ISHARES RUSSELL 1000 INDEX ETF,168.12
20191029,464287655,IWM,5345.0,ISHARES RUSSELL 2000 ETF,156.34
20191029,78464A714,XRT,169094.0,SPDR SERIES TR SPDR S&P RETAIL,44.76
20191029,808524763,FNDA,8370.0,SCHWAB FUNDAMENTAL U S SMALL C,38.72
20191029,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,119.27
20191029,922908769,VTI,7967.0,VANGUARD TOTAL STOCK MARKET ET,154.38
20191030,36467W109,GME,56580.0,GAMESTOP CORP (HLDG CO) CL A,5.81
20191030,464287507,IJH,19.0,ISHARES CORE S&P MID-CAP ETF,197.30
20191030,464287622,IWB,89725.0,ISHARES RUSSELL 1000 INDEX ETF,168.02
20191030,464287655,IWM,2678.0,ISHARES RUSSELL 2000 ETF,156.85
20191030,78464A714,XRT,27495.0,SPDR SERIES TR SPDR S&P RETAIL,44.02
20191030,808524763,FNDA,15385.0,SCHWAB FUNDAMENTAL U S SMALL C,38.88
20191030,922908611,VBR,298.0,VANGUARD SMALL-CAP VALUE ETF,132.40
20191031,36467W109,GME,10759.0,GAMESTOP CORP (HLDG CO) CL A,5.73
20191031,464287507,IJH,257.0,ISHARES CORE S&P MID-CAP ETF,196.83
20191031,464287655,IWM,1718.0,ISHARES RUSSELL 2000 ETF,156.33
20191031,78464A714,XRT,16235.0,SPDR SERIES TR SPDR S&P RETAIL,43.68
20191031,808524763,FNDA,10674.0,SCHWAB FUNDAMENTAL U S SMALL C,38.72
20191031,922908611,VBR,88.0,VANGUARD SMALL-CAP VALUE ETF,132.04
20191031,922908652,VXF,139747.0,VANGUARD EXTENDED MARKET ETF,119.35
20191031,922908769,VTI,89.0,VANGUARD TOTAL STOCK MARKET ET,154.72
20191101,36467W109,GME,7461.0,GAMESTOP CORP (HLDG CO) CL A,5.44
20191101,464287507,IJH,675.0,ISHARES CORE S&P MID-CAP ETF,195.31
20191101,464287622,IWB,6850.0,ISHARES RUSSELL 1000 INDEX ETF,167.99
20191101,464287655,IWM,100504.0,ISHARES RUSSELL 2000 ETF,155.45
20191101,78464A714,XRT,51819.0,SPDR SERIES TR SPDR S&P RETAIL,43.15
20191101,808524763,FNDA,22819.0,SCHWAB FUNDAMENTAL U S SMALL C,38.40
20191101,922908652,VXF,149280.0,VANGUARD EXTENDED MARKET ETF,118.62
20191101,922908769,VTI,118.0,VANGUARD TOTAL STOCK MARKET ET,154.18
20191104,36467W109,GME,140654.0,GAMESTOP CORP (HLDG CO) CL A,5.84
20191104,464287507,IJH,30.0,ISHARES CORE S&P MID-CAP ETF,198.18
20191104,464287655,IWM,102567.0,ISHARES RUSSELL 2000 ETF,158.10
20191104,78464A714,XRT,130624.0,SPDR SERIES TR SPDR S&P RETAIL,43.68
20191104,808524763,FNDA,2556.0,SCHWAB FUNDAMENTAL U S SMALL C,39.01
20191104,922908769,VTI,354.0,VANGUARD TOTAL STOCK MARKET ET,155.83
20191105,36467W109,GME,347123.0,GAMESTOP CORP (HLDG CO) CL A,5.85
20191105,464287507,IJH,13.0,ISHARES CORE S&P MID-CAP ETF,199.22
20191105,78464A714,XRT,1531.0,SPDR SERIES TR SPDR S&P RETAIL,44.40
20191105,808524763,FNDA,5884.0,SCHWAB FUNDAMENTAL U S SMALL C,39.42
20191105,922908652,VXF,271.0,VANGUARD EXTENDED MARKET ETF,120.75
20191106,36467W109,GME,303103.0,GAMESTOP CORP (HLDG CO) CL A,5.91
20191106,464287507,IJH,2265.0,ISHARES CORE S&P MID-CAP ETF,199.71
20191106,464287655,IWM,238.0,ISHARES RUSSELL 2000 ETF,159.15
20191106,78464A714,XRT,139784.0,SPDR SERIES TR SPDR S&P RETAIL,44.95
20191106,808524763,FNDA,2257.0,SCHWAB FUNDAMENTAL U S SMALL C,39.44
20191106,922908769,VTI,1097.0,VANGUARD TOTAL STOCK MARKET ET,156.26
20191107,36467W109,GME,379722.0,GAMESTOP CORP (HLDG CO) CL A,6.09
20191107,464287507,IJH,107.0,ISHARES CORE S&P MID-CAP ETF,198.88
20191107,464287655,IWM,4024.0,ISHARES RUSSELL 2000 ETF,158.23
20191107,78464A714,XRT,15174.0,SPDR SERIES TR SPDR S&P RETAIL,44.76
20191107,808524763,FNDA,7835.0,SCHWAB FUNDAMENTAL U S SMALL C,39.26
20191107,922908652,VXF,12.0,VANGUARD EXTENDED MARKET ETF,120.15
20191107,922908769,VTI,5.0,VANGUARD TOTAL STOCK MARKET ET,156.19
20191108,36467W109,GME,374540.0,GAMESTOP CORP (HLDG CO) CL A,6.22
20191108,464287507,IJH,15.0,ISHARES CORE S&P MID-CAP ETF,199.18
20191108,464287622,IWB,5865.0,ISHARES RUSSELL 1000 INDEX ETF,170.71
20191108,78464A714,XRT,33234.0,SPDR SERIES TR SPDR S&P RETAIL,44.70
20191108,808524763,FNDA,18633.0,SCHWAB FUNDAMENTAL U S SMALL C,39.38
20191108,922908769,VTI,16633.0,VANGUARD TOTAL STOCK MARKET ET,156.72
20191112,36467W109,GME,40498.0,GAMESTOP CORP (HLDG CO) CL A,6.02
20191112,464287507,IJH,399.0,ISHARES CORE S&P MID-CAP ETF,199.38
20191112,464287622,IWB,3131.0,ISHARES RUSSELL 1000 INDEX ETF,170.96
20191112,464287655,IWM,74.0,ISHARES RUSSELL 2000 ETF,158.78
20191112,78464A714,XRT,102889.0,SPDR SERIES TR SPDR S&P RETAIL,44.44
20191112,808524763,FNDA,51991.0,SCHWAB FUNDAMENTAL U S SMALL C,39.33
20191112,922908769,VTI,1937.0,VANGUARD TOTAL STOCK MARKET ET,156.85
20191113,36467W109,GME,78233.0,GAMESTOP CORP (HLDG CO) CL A,5.92
20191113,464287507,IJH,1025.0,ISHARES CORE S&P MID-CAP ETF,199.01
20191113,464287622,IWB,1507.0,ISHARES RUSSELL 1000 INDEX ETF,171.20
20191113,464287655,IWM,415.0,ISHARES RUSSELL 2000 ETF,158.83
20191113,78464A714,XRT,86671.0,SPDR SERIES TR SPDR S&P RETAIL,44.36
20191113,808524763,FNDA,74413.0,SCHWAB FUNDAMENTAL U S SMALL C,39.26
20191113,922908652,VXF,22.0,VANGUARD EXTENDED MARKET ETF,121.12
20191113,922908769,VTI,11395.0,VANGUARD TOTAL STOCK MARKET ET,157.12
20191114,36467W109,GME,96514.0,GAMESTOP CORP (HLDG CO) CL A,5.94
20191114,464287622,IWB,1.0,ISHARES RUSSELL 1000 INDEX ETF,171.30
20191114,464287655,IWM,4678.0,ISHARES RUSSELL 2000 ETF,158.15
20191114,78464A714,XRT,88983.0,SPDR SERIES TR SPDR S&P RETAIL,44.13
20191114,808524763,FNDA,103487.0,SCHWAB FUNDAMENTAL U S SMALL C,39.09
20191114,922908652,VXF,3.0,VANGUARD EXTENDED MARKET ETF,120.89
20191114,922908769,VTI,1003.0,VANGUARD TOTAL STOCK MARKET ET,157.19
20191115,36467W109,GME,50331.0,GAMESTOP CORP (HLDG CO) CL A,5.98
20191115,464287507,IJH,775.0,ISHARES CORE S&P MID-CAP ETF,199.07
20191115,464287622,IWB,123.0,ISHARES RUSSELL 1000 INDEX ETF,171.61
20191115,78464A714,XRT,8429.0,SPDR SERIES TR SPDR S&P RETAIL,44.42
20191115,922908769,VTI,19929.0,VANGUARD TOTAL STOCK MARKET ET,157.35
20191118,36467W109,GME,55697.0,GAMESTOP CORP (HLDG CO) CL A,5.88
20191118,464287507,IJH,27.0,ISHARES CORE S&P MID-CAP ETF,200.05
20191118,464287655,IWM,328401.0,ISHARES RUSSELL 2000 ETF,158.92
20191118,78464A714,XRT,185491.0,SPDR SERIES TR SPDR S&P RETAIL,44.86
20191118,808524763,FNDA,50.0,SCHWAB FUNDAMENTAL U S SMALL C,39.31
20191118,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,121.86
20191118,922908769,VTI,347.0,VANGUARD TOTAL STOCK MARKET ET,158.55
20191119,36467W109,GME,839804.0,GAMESTOP CORP (HLDG CO) CL A,5.62
20191119,464287507,IJH,118.0,ISHARES CORE S&P MID-CAP ETF,199.73
20191119,464287622,IWB,2865.0,ISHARES RUSSELL 1000 INDEX ETF,172.95
20191119,464287655,IWM,339604.0,ISHARES RUSSELL 2000 ETF,158.52
20191119,78464A714,XRT,2010.0,SPDR SERIES TR SPDR S&P RETAIL,44.82
20191119,808524763,FNDA,20671.0,SCHWAB FUNDAMENTAL U S SMALL C,39.17
20191119,922908769,VTI,800.0,VANGUARD TOTAL STOCK MARKET ET,158.64
20191120,36467W109,GME,596189.0,GAMESTOP CORP (HLDG CO) CL A,5.50
20191120,78464A714,XRT,66861.0,SPDR SERIES TR SPDR S&P RETAIL,43.95
20191120,808524763,FNDA,4486.0,SCHWAB FUNDAMENTAL U S SMALL C,39.19
20191121,36467W109,GME,213099.0,GAMESTOP CORP (HLDG CO) CL A,5.46
20191121,464287507,IJH,202.0,ISHARES CORE S&P MID-CAP ETF,199.52
20191121,464287655,IWM,652.0,ISHARES RUSSELL 2000 ETF,158.51
20191121,78464A714,XRT,516879.0,SPDR SERIES TR SPDR S&P RETAIL,43.39
20191121,808524763,FNDA,7996.0,SCHWAB FUNDAMENTAL U S SMALL C,38.98
20191121,922908652,VXF,20221.0,VANGUARD EXTENDED MARKET ETF,122.21
20191121,922908769,VTI,408.0,VANGUARD TOTAL STOCK MARKET ET,158.19
20191122,36467W109,GME,606479.0,GAMESTOP CORP (HLDG CO) CL A,5.50
20191122,464287622,IWB,568.0,ISHARES RUSSELL 1000 INDEX ETF,172.07
20191122,464287655,IWM,3832.0,ISHARES RUSSELL 2000 ETF,157.73
20191122,78464A714,XRT,59890.0,SPDR SERIES TR SPDR S&P RETAIL,43.25
20191122,808524763,FNDA,8507.0,SCHWAB FUNDAMENTAL U S SMALL C,38.75
20191122,922908611,VBR,5837.0,VANGUARD SMALL-CAP VALUE ETF,132.28
20191122,922908652,VXF,36387.0,VANGUARD EXTENDED MARKET ETF,121.59
20191122,922908769,VTI,888.0,VANGUARD TOTAL STOCK MARKET ET,157.79
20191125,36467W109,GME,364297.0,GAMESTOP CORP (HLDG CO) CL A,5.66
20191125,464287655,IWM,119.0,ISHARES RUSSELL 2000 ETF,158.22
20191125,78464A714,XRT,316783.0,SPDR SERIES TR SPDR S&P RETAIL,43.84
20191125,808524763,FNDA,2905.0,SCHWAB FUNDAMENTAL U S SMALL C,38.86
20191125,922908769,VTI,792.0,VANGUARD TOTAL STOCK MARKET ET,158.14
20191126,36467W109,GME,419697.0,GAMESTOP CORP (HLDG CO) CL A,6.03
20191126,464287507,IJH,1035.0,ISHARES CORE S&P MID-CAP ETF,201.08
20191126,464287655,IWM,25019.0,ISHARES RUSSELL 2000 ETF,161.58
20191126,78464A714,XRT,21783.0,SPDR SERIES TR SPDR S&P RETAIL,44.57
20191126,808524763,FNDA,783.0,SCHWAB FUNDAMENTAL U S SMALL C,39.53
20191126,922908611,VBR,7.0,VANGUARD SMALL-CAP VALUE ETF,134.47
20191126,922908652,VXF,3.0,VANGUARD EXTENDED MARKET ETF,123.82
20191126,922908769,VTI,346.0,VANGUARD TOTAL STOCK MARKET ET,159.64
20191127,36467W109,GME,307267.0,GAMESTOP CORP (HLDG CO) CL A,6.10
20191127,464287622,IWB,1.0,ISHARES RUSSELL 1000 INDEX ETF,174.23
20191127,464287655,IWM,69614.0,ISHARES RUSSELL 2000 ETF,161.69
20191127,78464A714,XRT,73530.0,SPDR SERIES TR SPDR S&P RETAIL,44.84
20191127,808524763,FNDA,1446.0,SCHWAB FUNDAMENTAL U S SMALL C,39.51
20191127,922908611,VBR,163.0,VANGUARD SMALL-CAP VALUE ETF,134.63
20191127,922908652,VXF,45.0,VANGUARD EXTENDED MARKET ETF,124.11
20191127,922908769,VTI,216.0,VANGUARD TOTAL STOCK MARKET ET,159.98
20191129,36467W109,GME,215774.0,GAMESTOP CORP (HLDG CO) CL A,6.35
20191129,464287622,IWB,4265.0,ISHARES RUSSELL 1000 INDEX ETF,175.13
20191129,464287655,IWM,416347.0,ISHARES RUSSELL 2000 ETF,162.83
20191129,78464A714,XRT,1370329.0,SPDR SERIES TR SPDR S&P RETAIL,45.02
20191129,808524763,FNDA,16077.0,SCHWAB FUNDAMENTAL U S SMALL C,39.73
20191129,922908611,VBR,146.0,VANGUARD SMALL-CAP VALUE ETF,135.41
20191129,922908652,VXF,182.0,VANGUARD EXTENDED MARKET ETF,124.78
20191129,922908769,VTI,305.0,VANGUARD TOTAL STOCK MARKET ET,160.74
20191202,36467W109,GME,236929.0,GAMESTOP CORP (HLDG CO) CL A,6.34
20191202,464287622,IWB,155.0,ISHARES RUSSELL 1000 INDEX ETF,174.39
20191202,464287655,IWM,2137.0,ISHARES RUSSELL 2000 ETF,161.77
20191202,78464A714,XRT,825216.0,SPDR SERIES TR SPDR S&P RETAIL,44.68
20191202,808524763,FNDA,4950.0,SCHWAB FUNDAMENTAL U S SMALL C,39.43
20191202,922908611,VBR,15.0,VANGUARD SMALL-CAP VALUE ETF,134.35
20191202,922908769,VTI,353.0,VANGUARD TOTAL STOCK MARKET ET,160.02
20191203,36467W109,GME,268552.0,GAMESTOP CORP (HLDG CO) CL A,6.17
20191203,464287507,IJH,70.0,ISHARES CORE S&P MID-CAP ETF,199.72
20191203,464287622,IWB,10353.0,ISHARES RUSSELL 1000 INDEX ETF,172.89
20191203,464287655,IWM,24220.0,ISHARES RUSSELL 2000 ETF,160.19
20191203,78464A714,XRT,369987.0,SPDR SERIES TR SPDR S&P RETAIL,44.20
20191203,808524763,FNDA,2626.0,SCHWAB FUNDAMENTAL U S SMALL C,39.11
20191203,922908611,VBR,35.0,VANGUARD SMALL-CAP VALUE ETF,133.44
20191203,922908652,VXF,1.0,VANGUARD EXTENDED MARKET ETF,122.68
20191203,922908769,VTI,1885.0,VANGUARD TOTAL STOCK MARKET ET,158.57
20191204,36467W109,GME,65407.0,GAMESTOP CORP (HLDG CO) CL A,6.12
20191204,464287507,IJH,83.0,ISHARES CORE S&P MID-CAP ETF,198.58
20191204,464287655,IWM,11828.0,ISHARES RUSSELL 2000 ETF,159.68
20191204,78464A714,XRT,617226.0,SPDR SERIES TR SPDR S&P RETAIL,43.60
20191204,808524763,FNDA,3858.0,SCHWAB FUNDAMENTAL U S SMALL C,38.88
20191204,922908652,VXF,25.0,VANGUARD EXTENDED MARKET ETF,122.26
20191204,922908769,VTI,16.0,VANGUARD TOTAL STOCK MARKET ET,157.63
20191205,36467W109,GME,325667.0,GAMESTOP CORP (HLDG CO) CL A,6.43
20191205,464287622,IWB,21510.0,ISHARES RUSSELL 1000 INDEX ETF,172.73
20191205,464287655,IWM,45124.0,ISHARES RUSSELL 2000 ETF,160.78
20191205,78464A714,XRT,100.0,SPDR SERIES TR SPDR S&P RETAIL,43.91
20191205,922908652,VXF,1190681.0,VANGUARD EXTENDED MARKET ETF,122.95
20191205,922908769,VTI,12495.0,VANGUARD TOTAL STOCK MARKET ET,158.65
20191206,36467W109,GME,77968.0,GAMESTOP CORP (HLDG CO) CL A,6.40
20191206,464287507,IJH,142864.0,ISHARES CORE S&P MID-CAP ETF,200.49
20191206,464287655,IWM,124918.0,ISHARES RUSSELL 2000 ETF,160.94
20191206,78464A714,XRT,722.0,SPDR SERIES TR SPDR S&P RETAIL,43.75
20191206,808524763,FNDA,3069.0,SCHWAB FUNDAMENTAL U S SMALL C,39.22
20191206,922908611,VBR,2311.0,VANGUARD SMALL-CAP VALUE ETF,133.48
